system:index,AOT,AOT_RETRIEVAL_ACCURACY,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DEGRADED_MSI_DATA_PERCENTAGE,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,HIGH_PROBA_CLOUDS_PERCENTAGE,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,MGRS_TILE,MSK_CLDPRB,MSK_SNWPRB,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,PROCESSING_BASELINE,PRODUCT_ID,QA10,QA20,QA60,RADIATIVE_TRANSFER_ACCURACY,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SCL,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SNOW_ICE_PERCENTAGE,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,TCI_B,TCI_G,TCI_R,THIN_CIRRUS_PERCENTAGE,UNCLASSIFIED_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,WVP,ndvi,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,.geo
20210221T021721_20210221T022406_T52SCF_20210117T022029_20210117T022027_T52SCF,200.00764530801078,0.0,414.08658215939965,2143.4907881786708,1503.3437216201728,477.987840358628,605.4616369781581,798.339673278961,990.3439931953349,1311.043404990748,1439.3122423235232,1631.428605690505,1695.4745766262283,1759.3288729893975,9.364632,9.364632,1.557624,18.732423,S2B_OPER_MSI_L2A_DS_EPAE_20210117T043818_S20210117T022027_N02.14,GS2B_20210117T022029_020192_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.610858298E12,PASSED,L2A_T52SCF_A020192_20210117T022027,0.061788,223.724073181373,226.187837888955,224.330610947409,224.010119064691,230.176457204563,227.457686590384,225.920820301207,225.185350742705,224.703546025879,224.305999314908,228.676403634558,223.99257853804,223.514502948595,3.6892974359476,3.27624754196353,3.43717579905259,3.62678606191262,3.10540351805156,3.20591883075822,3.31724384332775,3.38029921683015,3.45205229957511,3.52775561961485,3.15150037989184,3.60690918929111,3.77718588461643,160.172876968728,59.8041396304417,0.244798,52SCF,0.0,0.0,3.35E-4,48.230064,02.14,S2B_MSIL2A_20210117T022029_N0214_R003_T52SCF_20210117T043818,0.0,0.0,0.0,0.0,PASSED,1.03377946740568,0.0,5.000000000000001,DESCENDING,3.0,PASSED,0.098298,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,47.03414306312011,61.99999999999999,82.0,9.058046,8.546792,11.071881,2.398285,0.0,745.7946417359166,0.3086216506447023,1848223741,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210117T022029_20210117T022027_T52SCF,1.610850446702E12,1.610850446702E12,1611079662833821,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
20210221T021721_20210221T022406_T52SCF_20210221T021721_20210221T022406_T52SCF,200.00764530801078,0.0,414.08658215939965,2143.4907881786708,1503.3437216201728,477.987840358628,605.4616369781581,798.339673278961,990.3439931953349,1311.043404990748,1439.3122423235232,1631.428605690505,1695.4745766262283,1759.3288729893975,0.201267,0.201267,0.326031,16.438651,S2A_OPER_MSI_L2A_DS_VGS1_20210221T050907_S20210221T022406_N02.14,GS2A_20210221T021721_029601_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.613884147E12,PASSED,L2A_T52SCF_A029601_20210221T022406,0.027883,224.874932334896,227.360570785329,225.632465255087,224.632736230691,231.26567904388,228.248025885038,227.125700401978,226.51186734484,225.647610496195,225.23909638271,229.363597801286,224.917588141719,224.652121621409,3.69812568107606,3.29418585901157,3.45172855757325,3.63309276366054,3.11187946207726,3.20366708156388,3.32094642285801,3.38910301793283,3.45729077192395,3.53370493101707,3.14987393968791,3.61327386003204,3.78611323545116,155.237553977643,50.3960718419277,0.136513,52SCF,0.0,0.0,3.6E-5,64.815271,02.14,S2A_MSIL2A_20210221T021721_N0214_R003_T52SCF_20210221T050907,0.0,0.0,0.0,0.0,PASSED,1.02428453606703,0.0,5.000000000000001,DESCENDING,3.0,PASSED,2.79E-4,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,47.03414306312011,61.99999999999999,82.0,0.036871,8.383479,7.364335,2.470686,0.0,745.7946417359166,0.3086216506447023,1826128129,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210221T021721_20210221T022406_T52SCF,1.613874446438E12,1.613874446438E12,1614076027973411,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
20210221T021721_20210221T022406_T52SCF_20210308T021559_20210308T021602_T52SCF,200.00764530801078,0.0,414.08658215939965,2143.4907881786708,1503.3437216201728,477.987840358628,605.4616369781581,798.339673278961,990.3439931953349,1311.043404990748,1439.3122423235232,1631.428605690505,1695.4745766262283,1759.3288729893975,2.814905,2.814905,1.162989,11.886369,S2B_OPER_MSI_L2A_DS_VGS4_20210308T044441_S20210308T021602_N02.14,GS2B_20210308T021559_020907_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.615178681E12,PASSED,L2A_T52SCF_A020907_20210308T021602,0.735326,223.760318212578,226.061404287994,224.473386026442,223.631292587888,230.139184629399,227.498996952443,225.947367246589,225.248258899056,224.76615029013,224.369273382484,228.728270264201,223.680278928722,223.27256956037,3.69729150767056,3.27898194755872,3.44917928535715,3.63328248045074,3.10595521854939,3.21442994960342,3.32536187042653,3.38790868625705,3.45945334974524,3.53495048923487,3.16022640516569,3.610002770797,3.77699289346227,153.420703004512,44.8405139645562,0.649633,52SCF,0.0,0.0,1.7E-5,59.855545,02.14,S2B_MSIL2A_20210308T021559_N0214_R003_T52SCF_20210308T044441,0.0,0.0,0.0,0.0,PASSED,1.01729567232283,0.0,5.000000000000001,DESCENDING,3.0,PASSED,5.6E-5,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,47.03414306312011,61.99999999999999,82.0,1.429946,16.634868,5.677275,1.967993,0.0,745.7946417359166,0.3086216506447023,1809598293,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210308T021559_20210308T021602_T52SCF,1.615170446177E12,1.615170446177E12,1615322785699658,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
20210221T021721_20210221T022406_T52SCF_20210318T021559_20210318T021602_T52SCF,200.00764530801078,0.0,414.08658215939965,2143.4907881786708,1503.3437216201728,477.987840358628,605.4616369781581,798.339673278961,990.3439931953349,1311.043404990748,1439.3122423235232,1631.428605690505,1695.4745766262283,1759.3288729893975,1.832738,1.832738,0.065852,6.564457,S2B_OPER_MSI_L2A_DS_VGS4_20210318T044537_S20210318T021602_N02.14,GS2B_20210318T021559_021050_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.616042737E12,PASSED,L2A_T52SCF_A021050_20210318T021602,0.647307,223.486050657839,225.944198646305,224.779654866763,223.660511107279,229.650216040582,226.991345657016,225.495925250552,224.872071481811,224.506025225858,224.10435351674,228.169440429539,223.78748235475,223.273338061607,3.69766292982186,3.28011492103111,3.45115172196089,3.63310172731348,3.10173943480949,3.19790884681911,3.31290886858042,3.38026758876579,3.45986697515319,3.53535240640238,3.14519638959921,3.61430072106546,3.78533899375998,152.212545911486,40.9307105313459,0.45961,52SCF,0.0,0.0,3.0E-6,73.686779,02.14,S2B_MSIL2A_20210318T021559_N0214_R003_T52SCF_20210318T044537,0.0,0.0,0.0,0.0,PASSED,1.01200454145206,0.0,5.000000000000001,DESCENDING,3.0,PASSED,5.3E-5,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,47.03414306312011,61.99999999999999,82.0,0.72582,11.994964,3.657612,2.197544,0.0,745.7946417359166,0.3086216506447023,1793047928,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210318T021559_20210318T021602_T52SCF,1.616034446218E12,1.616034446218E12,1616181695641964,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
20210221T021721_20210221T022406_T52SCF_20210323T021601_20210323T022205_T52SCF,200.00764530801078,0.0,414.08658215939965,2143.4907881786708,1503.3437216201728,477.987840358628,605.4616369781581,798.339673278961,990.3439931953349,1311.043404990748,1439.3122423235232,1631.428605690505,1695.4745766262283,1759.3288729893975,1.859841,1.859841,0.073155,5.254986,S2A_OPER_MSI_L2A_DS_VGS1_20210323T050125_S20210323T022205_N02.14,GS2A_20210323T021601_030030_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.616475685E12,PASSED,L2A_T52SCF_A030030_20210323T022205,0.036078,224.085920732479,226.400461836015,225.099255991268,224.348705410708,230.190116147551,227.652040733233,226.116076405671,225.498454356372,225.010270005231,224.724861968082,228.774099225752,224.403286657291,223.859414853012,3.69311362950299,3.27723181456277,3.44057285681433,3.6275732243703,3.08681507053533,3.1880371329069,3.30470984230215,3.37303254197251,3.44532687666988,3.52971925434768,3.13423831213333,3.60928972217755,3.78117467035192,151.577042733597,38.9631328990434,0.083089,52SCF,0.0,0.0,3.0E-6,75.282019,02.14,S2A_MSIL2A_20210323T021601_N0214_R003_T52SCF_20210323T050125,0.0,0.0,0.0,0.0,PASSED,1.00923077338764,0.0,5.000000000000001,DESCENDING,3.0,PASSED,5.0E-5,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,47.03414306312011,61.99999999999999,82.0,1.740674,11.050627,4.467019,2.012296,0.0,745.7946417359166,0.3086216506447023,1798546968,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210323T021601_20210323T022205_T52SCF,1.616466445553E12,1.616466445553E12,1616692705986695,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
20210308T021559_20210308T021602_T52SCF_20210117T022029_20210117T022027_T52SCF,200.00751178304554,0.0,574.3753681528876,2143.5497867533277,1567.620945695167,671.0478668333672,799.0983528979244,927.037654069778,1118.9246904903232,1439.1251961481964,1567.23077310652,1759.4506491175239,1759.648007758585,1823.2501000253608,9.364632,9.364632,1.557624,18.732423,S2B_OPER_MSI_L2A_DS_EPAE_20210117T043818_S20210117T022027_N02.14,GS2B_20210117T022029_020192_N02.14,INS-NOBS,0.0,PASSED,PASSED,1.610858298E12,PASSED,L2A_T52SCF_A020192_20210117T022027,0.061788,223.724073181373,226.187837888955,224.330610947409,224.010119064691,230.176457204563,227.457686590384,225.920820301207,225.185350742705,224.703546025879,224.305999314908,228.676403634558,223.99257853804,223.514502948595,3.6892974359476,3.27624754196353,3.43717579905259,3.62678606191262,3.10540351805156,3.20591883075822,3.31724384332775,3.38029921683015,3.45205229957511,3.52775561961485,3.15150037989184,3.60690918929111,3.77718588461643,160.172876968728,59.8041396304417,0.244798,52SCF,0.0,0.0,3.35E-4,48.230064,02.14,S2B_MSIL2A_20210117T022029_N0214_R003_T52SCF_20210117T043818,0.0,0.0,0.0,0.0,PASSED,1.03377946740568,0.0,5.000000000000002,DESCENDING,3.0,PASSED,0.098298,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,71.0,80.0,95.0536634930058,9.058046,8.546792,11.071881,2.398285,0.0,442.7611294979388,0.30078098970261735,1848223741,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B11, B12, AOT, WVP, SCL, TCI_R, TCI_G, TCI_B, MSK_CLDPRB, MSK_SNWPRB, QA10, QA20, QA60, ndvi]",<Element>,"LinearRing(127.98548549639763,37.042334697286954, 127.98547135539799,37.042335296281756, 126.75161742565957,37.02536575477604, 126.75156661355315,37.0253282192109, 126.75151029265021,37.025296071921716, 126.75150716827768,37.02528120629351, 126.76591044234382,36.53083269099616, 126.77996646490229,36.03634582667278, 126.78001290153604,36.03630521997386, 126.78005259867065,36.03626024971311, 126.78007100892873,36.036257729911725, 127.9983248804649,36.052629490422035, 127.99837569767038,36.052666467079256, 127.9984318470028,36.05269804552644, 127.99843515940805,36.052712826911595, 127.99208853829187,36.547504409672136, 127.985585291369,37.042246254467614, 127.98553898975265,37.04228733291393, 127.98549939497728,37.042332712866724, 127.98548549639763,37.042334697286954)",COPERNICUS/S2_SR/20210117T022029_20210117T022027_T52SCF,1.610850446702E12,1.610850446702E12,1611079662833821,"{""type"":""Polygon"",""coordinates"":[[[127.98548549639763,37.04233469728696],[127.98547135539799,37.042335296281756],[126.75161742565957,37.02536575477604],[126.75156661355315,37.0253282192109],[126.75151029265021,37.025296071921716],[126.75150716827768,37.02528120629351],[126.76591044234382,36.530832690996164],[126.77996646490229,36.03634582667277],[126.78001290153604,36.03630521997386],[126.78005259867065,36.036260249713116],[126.78007100892873,36.03625772991172],[127.9983248804649,36.052629490422035],[127.99837569767038,36.052666467079256],[127.9984318470028,36.05269804552644],[127.99843515940805,36.052712826911595],[127.99208853829187,36.54750440967214],[127.985585291369,37.04224625446762],[127.98553898975265,37.042287332913936],[127.98549939497728,37.042332712866724],[127.98548549639763,37.04233469728696]]]}"
